Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,0.3,2.3151673805580453,0.3,2.3151673805580453
1,-2.0,2.0371548787463363,0.05,3.323777970924051
2,-3.05,1.0712142642814273,0.9,3.2619012860600183
3,-3.05,1.0712142642814273,2.0,2.2693611435820435
4,-3.05,1.0712142642814273,1.1,3.056141357987225
5,-3.15,1.0136567466356647,1.1,2.8354893757515653
6,-3.2,1.0535653752852738,1.9,2.4372115213907883
7,-3.35,1.1521718621802912,1.05,2.836811590500856
8,-3.35,1.1521718621802912,0.6,2.4879710609249455
9,-3.35,1.1521718621802912,1.55,2.692118125194361
10,-3.55,1.0712142642814273,0.85,2.903015673398957
11,-3.75,0.8874119674649424,0.8,2.4103941586387903
12,-3.75,0.8874119674649424,-0.1,2.5377155080899043
13,-3.75,0.8874119674649424,-1.1,3.136877428271624
14,-3.75,0.8874119674649424,-1.6,2.7549954627911823
15,-3.8,0.8426149773176358,-1.65,2.8332843133014376
16,-3.8,0.8426149773176358,-1.8,2.4919871588754225
17,-3.8,0.8426149773176358,-1.95,2.5391927851189244
18,-3.8,0.8426149773176358,-1.55,3.0573681492420897
19,-3.8,0.8426149773176358,-2.05,3.3237779709240503
20,-3.8,0.8426149773176358,-2.65,2.372235232855292
21,-3.8,0.8426149773176358,-2.2,3.132091952673165
22,-3.85,0.8529361054615989,-3.4,1.841195263952197
23,-3.85,0.8529361054615989,-3.75,0.8874119674649424
24,-3.85,0.8529361054615989,-3.6,1.260952021291849
25,-3.85,0.8529361054615989,-3.4,1.9974984355438175
26,-3.85,0.8529361054615989,-3.65,1.107925990308017
27,-3.85,0.8529361054615989,-3.7,0.9797958971132714
28,-3.85,0.8529361054615989,-3.7,0.9797958971132714
29,-3.85,0.8529361054615989,-3.8,0.8426149773176358
30,-3.85,0.8529361054615989,-3.75,0.8874119674649424
